condition,axis,n_people,metric,image_id,building,floor_boundary,scene_category,main_function_primary,doorway,delta
manual,quality,6,core_tail,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,partial,起居与休闲,living,否,-0.375
manual,quality,6,core_tail,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,partial,卧室,sleep,否,0.125
manual,quality,6,core_tail,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,present,通行与连接,unknown,否,0.208333333333
manual,quality,6,late_quarter_new,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,present,复合／待定,unknown,否,0
manual,quality,6,late_quarter_new,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,present,通行与连接,work,否,-0.270833333333
manual,quality,6,late_quarter_new,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,present,通行与连接,circulation,否,0.0625
manual,quality,6,late_quarter_new,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,present,通行与连接,circulation,否,-0.895833333333
manual,quality,6,late_quarter_new,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,partial,卫浴,bathroom,否,0.125
manual,quality,6,late_quarter_new,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,partial,卧室,sleep,否,0
manual,quality,6,late_quarter_new,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,partial,通行与连接,bathroom,疑似,0.25
manual,quality,6,late_quarter_new,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,partial,卫浴,bathroom,否,-0.729166666667
manual,quality,6,late_quarter_new,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,partial,卫浴,bathroom,否,-0.145833333333
manual,quality,6,late_quarter_new,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,partial,卫浴,bathroom,否,-0.354166666666
manual,quality,6,late_quarter_new,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,partial,卫浴,bathroom,否,0
manual,quality,6,late_quarter_new,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,present,通行与连接,circulation,确认,-0.6875
manual,quality,6,late_quarter_new,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,present,通行与连接,circulation,疑似,0.270833333333
manual,quality,6,late_quarter_new,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,partial,复合／待定,bathroom,确认,-0.166666666667
manual,quality,6,late_quarter_new,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,present,通行与连接,circulation,否,0
manual,quality,6,late_quarter_new,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,partial,通行与连接,sleep,疑似,0.5625
manual,quality,6,late_quarter_new,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,partial,卫浴,unknown,否,0
manual,quality,6,late_quarter_new,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,partial,卫浴,bathroom,否,0
manual,quality,6,late_quarter_new,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,partial,卫浴,bathroom,否,0
manual,quality,6,late_quarter_new,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,partial,卫浴,bathroom,否,-0.458333333334
manual,quality,6,late_quarter_new,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,partial,卫浴,bathroom,否,-0.291666666667
manual,quality,6,late_quarter_new,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,partial,卧室,sleep,否,-0.270833333333
manual,quality,6,late_quarter_new,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,present,通行与连接,circulation,否,-0.0625
manual,quality,6,late_quarter_new,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,partial,卫浴,bathroom,否,-0.291666666667
manual,quality,6,late_quarter_new,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,partial,卫浴,bathroom,否,0.208333333333
manual,quality,6,late_quarter_new,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,partial,卧室,sleep,否,0
manual,quality,6,late_quarter_new,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,partial,卫浴,bathroom,确认,-0.270833333333
manual,quality,6,late_quarter_new,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,partial,卫浴,bathroom,确认,0.104166666667
manual,quality,6,late_quarter_new,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,partial,起居与休闲,living,否,0.270833333333
manual,quality,6,late_quarter_new,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,partial,卫浴,bathroom,否,-0.583333333333
manual,quality,6,late_quarter_new,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,partial,卫浴,bathroom,否,-0.291666666667
manual,quality,6,late_quarter_new,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,partial,卫浴,bathroom,否,-0.166666666667
manual,quality,6,late_quarter_new,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,present,通行与连接,circulation,否,-0.25
manual,quality,6,late_quarter_new,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,partial,卧室,sleep,否,0.083333333334
manual,quality,6,late_quarter_new,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,partial,储藏与家务辅助,storage,否,-0.1875
manual,quality,6,late_quarter_new,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,present,复合／待定,empty,否,0
manual,quality,6,late_quarter_new,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,partial,卫浴,bathroom,否,-0.541666666667
manual,quality,6,late_quarter_new,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,present,卫浴,bathroom,否,0
manual,quality,6,late_quarter_new,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,partial,储藏与家务辅助,empty,否,-0.104166666667
manual,quality,6,late_quarter_new,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,present,通行与连接,unknown,否,0.0625
manual,quality,6,late_quarter_new,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,present,通行与连接,circulation,确认,-0.104166666667
manual,quality,6,late_quarter_new,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,partial,工作与学习,work,否,0
manual,quality,6,late_quarter_new,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,partial,厨房与用餐,dining,否,0
manual,quality,6,late_quarter_new,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,partial,起居与休闲,living,否,-0.208333333333
manual,quality,6,late_quarter_new,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,partial,卧室,sleep,否,0.0625
manual,quality,6,late_quarter_new,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,present,通行与连接,unknown,否,-0.1875
manual,quality,6,heldout_geometry_coverage,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,present,复合／待定,unknown,否,0
manual,quality,6,heldout_geometry_coverage,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,present,通行与连接,work,否,0
manual,quality,6,heldout_geometry_coverage,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,present,通行与连接,circulation,否,-0.5
manual,quality,6,heldout_geometry_coverage,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,present,通行与连接,circulation,否,0
manual,quality,6,heldout_geometry_coverage,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,partial,卧室,sleep,否,0
manual,quality,6,heldout_geometry_coverage,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,partial,通行与连接,bathroom,疑似,0.5
manual,quality,6,heldout_geometry_coverage,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,present,通行与连接,circulation,确认,0.5
manual,quality,6,heldout_geometry_coverage,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,present,通行与连接,circulation,疑似,0
manual,quality,6,heldout_geometry_coverage,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,partial,复合／待定,bathroom,确认,0
manual,quality,6,heldout_geometry_coverage,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,present,通行与连接,circulation,否,0
manual,quality,6,heldout_geometry_coverage,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,partial,通行与连接,sleep,疑似,-0.5
manual,quality,6,heldout_geometry_coverage,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,partial,卫浴,unknown,否,0
manual,quality,6,heldout_geometry_coverage,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,partial,卧室,sleep,否,0
manual,quality,6,heldout_geometry_coverage,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,present,通行与连接,circulation,否,0
manual,quality,6,heldout_geometry_coverage,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,partial,卧室,sleep,否,0
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,partial,卫浴,bathroom,确认,0
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,partial,卫浴,bathroom,确认,0.5
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,partial,起居与休闲,living,否,0
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,partial,卫浴,bathroom,否,0.5
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,partial,卫浴,bathroom,否,0.5
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,partial,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,present,通行与连接,circulation,否,0
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,partial,卧室,sleep,否,0
manual,quality,6,heldout_geometry_coverage,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,partial,储藏与家务辅助,storage,否,0
manual,quality,6,heldout_geometry_coverage,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,present,复合／待定,empty,否,0
manual,quality,6,heldout_geometry_coverage,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,partial,卫浴,bathroom,否,0.5
manual,quality,6,heldout_geometry_coverage,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,present,卫浴,bathroom,否,0
manual,quality,6,heldout_geometry_coverage,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,partial,储藏与家务辅助,empty,否,0
manual,quality,6,heldout_geometry_coverage,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,present,通行与连接,unknown,否,0
manual,quality,6,heldout_geometry_coverage,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,present,通行与连接,circulation,确认,0
manual,quality,6,heldout_geometry_coverage,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,partial,工作与学习,work,否,0.5
manual,quality,6,heldout_geometry_coverage,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,partial,厨房与用餐,dining,否,0
manual,quality,6,heldout_geometry_coverage,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,partial,起居与休闲,living,否,0
manual,quality,6,heldout_geometry_coverage,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,partial,卧室,sleep,否,0
manual,quality,6,heldout_geometry_coverage,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,present,通行与连接,unknown,否,0
manual,quality,8,point_count_disagreement,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,present,复合／待定,unknown,否,0
manual,quality,8,point_count_disagreement,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,present,通行与连接,work,否,-0.25
manual,quality,8,point_count_disagreement,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,present,通行与连接,circulation,否,-0.25
manual,quality,8,point_count_disagreement,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,present,通行与连接,circulation,否,-0.428571428571
manual,quality,8,point_count_disagreement,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,partial,卫浴,bathroom,否,0.25
manual,quality,8,point_count_disagreement,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,partial,卧室,sleep,否,0
manual,quality,8,point_count_disagreement,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,partial,通行与连接,bathroom,疑似,0.357142857143
manual,quality,8,point_count_disagreement,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,partial,卫浴,bathroom,否,-0.607142857143
manual,quality,8,point_count_disagreement,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,partial,卫浴,bathroom,否,-0.25
manual,quality,8,point_count_disagreement,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,partial,卫浴,bathroom,否,-0.107142857143
manual,quality,8,point_count_disagreement,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,partial,卫浴,bathroom,否,0
manual,quality,8,point_count_disagreement,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,present,通行与连接,circulation,确认,-0.035714285714
manual,quality,8,point_count_disagreement,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,present,通行与连接,circulation,疑似,-0.142857142857
manual,quality,8,point_count_disagreement,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,partial,复合／待定,bathroom,确认,-0.321428571428
manual,quality,8,point_count_disagreement,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,present,通行与连接,circulation,否,0
manual,quality,8,point_count_disagreement,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,partial,通行与连接,sleep,疑似,0.142857142857
manual,quality,8,point_count_disagreement,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,partial,卫浴,unknown,否,0
manual,quality,8,point_count_disagreement,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,partial,卫浴,bathroom,否,0.25
manual,quality,8,point_count_disagreement,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,partial,卫浴,bathroom,否,-0.25
manual,quality,8,point_count_disagreement,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,partial,卫浴,bathroom,否,0
manual,quality,8,point_count_disagreement,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,partial,卫浴,bathroom,否,-0.678571428571
manual,quality,8,point_count_disagreement,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,partial,卧室,sleep,否,-0.25
manual,quality,8,point_count_disagreement,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,present,通行与连接,circulation,否,-0.428571428571
manual,quality,8,point_count_disagreement,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,partial,卫浴,bathroom,否,0.142857142857
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,partial,卫浴,bathroom,否,0
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,partial,卧室,sleep,否,0
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,partial,卫浴,bathroom,确认,-0.071428571429
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,partial,卫浴,bathroom,确认,-0.035714285714
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,partial,起居与休闲,living,否,-0.035714285714
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,partial,卫浴,bathroom,否,0.107142857143
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,partial,卫浴,bathroom,否,0
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,partial,卫浴,bathroom,否,0
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,present,通行与连接,circulation,否,-0.25
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,partial,卧室,sleep,否,0
manual,quality,8,point_count_disagreement,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,partial,储藏与家务辅助,storage,否,-0.25
manual,quality,8,point_count_disagreement,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,present,复合／待定,empty,否,0
manual,quality,8,point_count_disagreement,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,partial,卫浴,bathroom,否,-0.071428571429
manual,quality,8,point_count_disagreement,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,present,卫浴,bathroom,否,0
manual,quality,8,point_count_disagreement,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,partial,储藏与家务辅助,empty,否,-0.25
manual,quality,8,point_count_disagreement,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,present,通行与连接,unknown,否,-0.214285714286
manual,quality,8,point_count_disagreement,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,present,通行与连接,circulation,确认,0.214285714286
manual,quality,8,point_count_disagreement,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,partial,工作与学习,work,否,0.071428571428
manual,quality,8,point_count_disagreement,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,partial,厨房与用餐,dining,否,0
manual,quality,8,point_count_disagreement,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,partial,起居与休闲,living,否,-0.107142857143
manual,quality,8,point_count_disagreement,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,partial,卧室,sleep,否,0.071428571428
manual,quality,8,point_count_disagreement,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,present,通行与连接,unknown,否,0
manual,quality,8,singleton_share,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,present,复合／待定,unknown,否,0
manual,quality,8,singleton_share,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,present,通行与连接,work,否,-0.375
manual,quality,8,singleton_share,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,present,通行与连接,circulation,否,0.125
manual,quality,8,singleton_share,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,present,通行与连接,circulation,否,-0.625
manual,quality,8,singleton_share,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,partial,卫浴,bathroom,否,0
manual,quality,8,singleton_share,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,partial,卧室,sleep,否,-0.125
manual,quality,8,singleton_share,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,partial,通行与连接,bathroom,疑似,-0.125
manual,quality,8,singleton_share,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,partial,卫浴,bathroom,否,-0.375
manual,quality,8,singleton_share,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,partial,卫浴,bathroom,否,-0.125
manual,quality,8,singleton_share,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,partial,卫浴,bathroom,否,0
manual,quality,8,singleton_share,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,partial,卫浴,bathroom,否,-0.125
manual,quality,8,singleton_share,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,present,通行与连接,circulation,确认,-0.75
manual,quality,8,singleton_share,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,present,通行与连接,circulation,疑似,-0.125
manual,quality,8,singleton_share,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,partial,复合／待定,bathroom,确认,-0.125
manual,quality,8,singleton_share,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,present,通行与连接,circulation,否,0
manual,quality,8,singleton_share,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,partial,通行与连接,sleep,疑似,0.375
manual,quality,8,singleton_share,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,partial,卫浴,unknown,否,-0.125
manual,quality,8,singleton_share,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,partial,卫浴,bathroom,否,0.125
manual,quality,8,singleton_share,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,partial,卫浴,bathroom,否,-0.125
manual,quality,8,singleton_share,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,partial,卫浴,bathroom,否,-0.125
manual,quality,8,singleton_share,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,partial,卫浴,bathroom,否,-0.125
manual,quality,8,singleton_share,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,partial,卧室,sleep,否,-0.125
manual,quality,8,singleton_share,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,present,通行与连接,circulation,否,0
manual,quality,8,singleton_share,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,partial,卫浴,bathroom,否,-0.375
manual,quality,8,singleton_share,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,partial,卫浴,bathroom,否,-0.125
manual,quality,8,singleton_share,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,partial,卧室,sleep,否,0
manual,quality,8,singleton_share,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,partial,卫浴,bathroom,确认,-0.625
